name,price,speed,modules,color,first_word_latency,cas_latency
Timetec PINNACLE Konduit 32 GB,62.99,"43,600","2,16",White,10,18
G.Skill Ripjaws S5 96 GB,389.99,"56,800","2,48",Black,10,34
Corsair Dominator Platinum RGB 64 GB,289.99,"55,600","4,16",Black,12.857,36
TEAMGROUP T-Create Expert 16 GB,34.99,"43,600","2,8",Gray,10,18
Corsair Vengeance 32 GB,113.99,"55,600","2,16",White,12.857,36
Corsair Vengeance RGB 48 GB,229.99,"57,600","2,24",Black,9.474,36
Corsair Vengeance RGB Pro SL 32 GB,99.99,"43,600","2,16",Black,10,18
Kingston FURY Beast 32 GB,115.03,"55,200","2,16",Black / Silver,15.385,40
G.Skill Ripjaws V 8 GB,69.98,"42,400","1,8",Red,12.5,15
OLOy OWL RGB 16 GB,42.99,"43,200","2,8",Black,10,16
Kingston FURY Beast RGB 32 GB,129.99,"43,200","2,16",Black,10,16
TEAMGROUP T-Create Expert 16 GB,32.99,"43,200","2,8",Gray,10,16
Kingston FURY Beast RGB 16 GB,89.08,"55,600","2,8",Black,12.857,36
Corsair Vengeance RGB Pro 64 GB,139.99,"43,600","2,32",Black,10,18
Corsair Vengeance 64 GB,167.99,"54,800","2,32",Black,16.667,40
G.Skill Ripjaws V 16 GB,37.99,"43,200","1,16",Black,10,16
Kingston FURY 128 GB,489,"55,200","4,32",White,15.385,40
Corsair Vengeance RGB 32 GB,124.99,"56,000","2,16",Black / Gray,12,36
Corsair Vengeance LPX 32 GB,73.98,"42,666","2,16",Black / Yellow,12.003,16
Patriot Viper Elite II 16 GB,,"44,000","2,8",Red / Black,10,20
Crucial Classic 8 GB,26.99,"55,600","1,8",Black,16.429,46
Silicon Power GAMING 16 GB,34.97,"43,600","2,8",Gray / Silver,10,18
TEAMGROUP T-Force Vulcan Z 32 GB,53.3,"43,200","2,16",Red,10,16
TEAMGROUP T-Force Vulcan 32 GB,94.99,"55,600","2,16",Black,12.857,36
G.Skill Trident Z5 RGB 32 GB,132.99,"57,200","2,16",Silver / Black,9.444,34
Corsair Vengeance RGB 32 GB,149.99,"56,400","2,16",White / Silver,10,32
G.Skill Trident Z5 RGB 64 GB,214.99,"56,000","2,32",White / Black,10,30
G.Skill Trident Z5 RGB 48 GB,279.99,"58,200","2,24",Black,9.756,40
Corsair Dominator Titanium 32 GB,199.99,"57,200","2,16",Black,9.444,34
G.Skill Ripjaws S5 64 GB,239.99,"56,800","2,32",Black,10,34
Corsair Vengeance RGB Pro 32 GB,82.99,"43,600","2,16",Black,10,18
G.Skill TridentZ RGB 32 GB,418,"44,800","2,16",Black,8.333,20
Kingston FURY Beast RGB 32 GB,132.15,"55,600","2,16",Black,12.857,36
Corsair Vengeance 64 GB,239.99,"55,600","4,16",Black,12.857,36
Kingston FURY Beast 16 GB,71,"54,800","2,8",Black,15.833,38
Corsair Vengeance RGB 64 GB,184.99,"55,200","2,32",Black / Gray,15.385,40
Corsair Vengeance 32 GB,114.99,"56,000","2,16",White / Gray,12,36
Corsair Vengeance LPX 32 GB,84.99,"43,600","2,16",Black / Yellow,10,18
G.Skill Ripjaws V 64 GB,201.22,"44,400","2,32",Black,8.636,19
Corsair Dominator Platinum RGB 32 GB,119.99,"43,200","2,16",Black,10,16
TEAMGROUP T-Create Expert 96 GB,355.99,"56,800","2,48",Black,10.588,36
Crucial CT2K8G4DFRA32A 16 GB,39.99,"43,200","2,8",Green,13.75,22
ADATA XPG GAMMIX D10 16 GB,,"43,200","1,16",Black,10,16
OLOy MD4U083216BJDA 16 GB,37.99,"43,200","2,8",Black,10,16
Corsair Dominator Titanium 32 GB,175.99,"56,600","2,16",Black,9.697,32
TEAMGROUP Elite 16 GB,45.99,"56,000","1,16",Black,16,48
G.Skill Trident Z RGB 32 GB,99.99,"44,400","2,16",Black,8.636,19
Corsair Vengeance LPX 32 GB,104.99,"44,000","2,16",Black / Yellow,9,18
Corsair Vengeance RGB 32 GB,109.99,"55,600","2,16",Black / Gray,14.286,40
Kingston FURY Renegade 16 GB,,"45,333","2,8",Black,7.5,20
Corsair Vengeance LPX 64 GB,147.99,"43,200","4,16",Black / Yellow,10,16
TEAMGROUP Elite Plus 64 GB,147.99,"54,800","2,32",Silver,16.667,40
Kingston HyperX Fury 16 GB,,"42,666","2,8",Black,12.003,16
Kingston HyperX Fury 16 GB,,"31,866","2,8",Black / Silver,10.718,10
Corsair Vengeance RGB 32 GB,135.99,"56,200","2,16",White,11.613,36
TEAMGROUP T-Force Vulcan 16 GB,67.99,"55,200","2,8",Black,15.385,40
G.Skill Ripjaws X 8 GB,30.47,"31,600","2,4",Black / Red,11.25,9
TEAMGROUP Elite 32 GB,80.98,"55,600","2,16",Black,16.429,46
Corsair Vengeance RGB 32 GB,134.99,"56,000","2,16",White,13.333,40
Silicon Power XPOWER Zenith Gaming 32 GB,54.97,"43,200","2,16",Black,10,16
Corsair Vengeance LPX 16 GB,44.99,"43,000","2,8",Black,10.667,16
Corsair Vengeance 64 GB,199.99,"56,000","2,32",Gray,13.333,40
PNY XLR8 16 GB,39.99,"43,200","2,8",Black / Red,10,16
Crucial CT4K32G4LFQ4213 128 GB,,"42,133","4,32",Black / Green,14.065,15
Corsair Dominator Titanium 32 GB,199.99,"57,000","2,16",White,9.714,34
Gigabyte AORUS RGB 32 GB,,"56,000","2,16",Black,13.333,40
TEAMGROUP T-Force Vulcan 16 GB,67.99,"55,200","2,8",Black,15.385,40
G.Skill Trident Z5 RGB 32 GB,124.99,"56,800","2,16",Black / Silver,10,34
Corsair Dominator Titanium 64 GB,289.99,"56,000","2,32",Black,10,30
Corsair Vengeance LPX 16 GB,44.99,"43,000","2,8",White,10.667,16
Kingston FURY Beast 16 GB,76.16,"55,200","2,8",Black / Silver,13.846,36
G.Skill Ripjaws S5 64 GB,236.62,"56,000","2,32",White,10,30
Crucial CT4G4DFS8266 4 GB,12.5,"42,666","1,4",Green / Black,14.254,19
Corsair Vengeance RGB Pro SL 64 GB,179.99,"43,600","4,16",White,10,18
Kingston FURY Renegade 32 GB,192.07,"43,600","2,16",Black,8.889,16
TEAMGROUP T-Create Classic 64 GB,174.99,"56,000","2,32",Black,16,48
Timetec PINNACLE Konduit 16 GB,45.55,"43,200","2,8",White,10,16
OLOy Blade RGB 64 GB,192.99,"56,400","2,32",Black,10,32
Patriot Signature Line 8 GB,17.98,"43,200","1,8",,13.75,22
Corsair Vengeance 32 GB,119.99,"56,400","2,16",Black,11.25,36
TEAMGROUP T-Force Delta RGB 48 GB,253.73,"58,200","2,24",Black,9.268,38
Kingston FURY Beast 32 GB,105.99,"54,800","2,16",Black / Silver,15.833,38
Corsair Dominator Platinum RGB 32 GB,214.99,"57,600","2,16",Black,9.474,36
G.Skill Trident Z Neo 64 GB,204.99,"43,600","4,16",Black / Silver,8.889,16
Kingston FURY Beast RGB 16 GB,55,"43,600","2,8",Black,9.444,17
Silicon Power XPOWER Zenith Gaming 64 GB,184.99,"56,000","2,32",White,10,30
Corsair Dominator Titanium 32 GB,169.99,"56,400","2,16",White,10,32
Patriot Viper Steel 8 GB,26.99,"43,200","2,4",Silver / Black,10,16
TEAMGROUP T-Force Vulcan Z 16 GB,37.99,"43,600","2,8",Red,10,18
Lexar Ares RGB 32 GB,,"56,000","2,16",Black,11.333,34
G.Skill Trident Z5 RGB 64 GB,207.99,"56,000","2,32",Black,12,36
Crucial Pro 48 GB,146.99,"56,000","2,24",Black,16,48
Corsair Vengeance RGB Pro SL 16 GB,59.99,"43,200","2,8",White / Black,10,16
Corsair Vengeance LPX 32 GB,,"43,200","2,16",Black / Yellow,10,16
KingBank SharpBlade 32 GB,98.99,"56,800","2,16",Black,10,34
G.Skill Aegis 32 GB,61.99,"43,000","2,16",Red / Black,10.667,16
Corsair Vengeance LPX 32 GB,89.99,"43,200","4,8",Black / Yellow,10,16
ADATA XPG SPECTRIX D60G 16 GB,,"43,200","2,8",,10,16
G.Skill Trident Z5 RGB 48 GB,249.99,"58,000","2,24",White / Black,10,40
Crucial Ballistix 16 GB,,"43,600","2,8",Black,8.889,16
Crucial Classic 16 GB,55.99,"55,200","2,8",Black,16.154,42
Patriot Viper Venom 16 GB,69.98,"55,600","2,8",Black / White,14.286,40
G.Skill Trident Z5 Neo 32 GB,114.99,"55,600","2,16",Black,10,28
TEAMGROUP T-Create Expert 48 GB,199.99,"57,200","2,24",Black,9.444,34
Kingston Server Premier 32 GB,83.99,"43,200","1,32",,13.75,22
Corsair Vengeance RGB 96 GB,359.99,"56,600","2,48",Black / Silver,9.697,32
TEAMGROUP T-Create Expert 96 GB,355.99,"56,800","2,48",White,10.588,36
TEAMGROUP T-Force Delta RGB 32 GB,69.98,"43,200","2,16",White,10,16
Corsair Vengeance 96 GB,389.99,"56,600","2,48",Black / Silver,9.697,32
G.Skill Ripjaws V 64 GB,138.99,"43,200","4,16",Black,10,16
G.Skill Trident Z5 RGB 32 GB,109.99,"56,400","2,16",Black,10,32
Kingston FURY Renegade 16 GB,104.77,"45,133","2,8",Black,7.793,20
Corsair Dominator Titanium First Edition 64 GB,359.99,"56,600","2,32",White,9.697,32
G.Skill Ripjaws S5 48 GB,169.99,"56,400","2,24",Black,10,32
G.Skill Ripjaws 4 8 GB,,"42,400","1,8",Black / Green,12.5,15
Corsair Vengeance LPX 16 GB,44.99,"42,666","2,8",Black / Yellow,12.003,16
Corsair Vengeance LPX 16 GB,54.98,"42,133","2,8",Black / Yellow,12.189,13
G.Skill Trident Z Royal 16 GB,77.98,"43,200","2,8",Silver,10,16
KingBank SharpBlade RGB 64 GB,182.99,"56,400","2,32",White,10,32
Kingston FURY Beast RGB 16 GB,79.98,"55,200","2,8",Black,15.385,40
TEAMGROUP Elite 16 GB,16.98,"31,600","2,8",Black,13.75,11
G.Skill Ripjaws S5 32 GB,119.99,"56,800","2,16",Black,10,34
Corsair Vengeance 32 GB,136.99,"56,600","2,16",Black,9.697,32
G.Skill Trident Z5 RGB 32 GB,109.99,"56,400","2,16",Silver / Black,10,32
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"56,200","2,16",White,12.258,38
G.Skill Trident Z Royal 128 GB,829,"44,000","4,32",Silver,9,18
OLOy MD4U083016BGDA 16 GB,34.99,"43,000","2,8",Black,10.667,16
TEAMGROUP T-Force Vulcan 32 GB,102.99,"56,000","2,16",Red,10,30
Kingston Server Premier 64 GB,159.99,"43,200","1,64",,13.75,22
Corsair Dominator Platinum RGB 64 GB,264.99,"56,000","2,32",Black,10,30
Corsair Vengeance 32 GB,113.99,"56,000","2,16",Black,13.333,40
G.Skill Flare X5 32 GB,104.99,"55,600","2,16",Black,10.714,30
TEAMGROUP Elite 16 GB,42.99,"55,600","1,16",Black,16.429,46
Kingston HyperX Fury 8 GB,,"43,200","1,8",Black / Silver,11.25,18
Mushkin Redline Lumina White 64 GB,219.99,"56,400","2,32",White,9.375,30
TEAMGROUP T-Force Delta RGB 32 GB,104.99,"55,200","2,16",White,15.385,40
Corsair Vengeance RGB 96 GB,299.99,"56,000","4,24",Black,13.333,40
G.Skill Trident Z RGB 32 GB,79.98,"43,200","2,16",Black,10,16
TEAMGROUP T-Force Delta RGB 32 GB,114.99,"56,600","2,16",White,10.303,34
G.Skill Trident Z5 Neo 32 GB,115.99,"56,000","2,16",Black,10.667,32
G.Skill Ripjaws S5 64 GB,189.99,"55,600","2,32",White,10,28
Kingston FURY Beast 32 GB,113.88,"55,600","1,32",Black,14.286,40
Corsair Dominator Titanium 96 GB,419.99,"56,400","2,48",White,10,32
TEAMGROUP T-Force Vulcan 64 GB,179.99,"56,000","2,32",Black,12.667,38
G.Skill Ripjaws V 16 GB,41.99,"42,400","2,8",Black / Red,12.5,15
Corsair Dominator Titanium 96 GB,415,"56,400","2,48",Black,10,32
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"55,600","2,16",White,12.857,36
Crucial Ballistix 32 GB,,"43,200","2,16",Black,10,16
Corsair Dominator Titanium 64 GB,339.99,"56,000","4,16",White,12,36
TEAMGROUP T-Force Vulcan 32 GB,94.88,"56,400","2,16",Black,12.5,40
Silicon Power XPOWER Zenith Gaming 64 GB,181.99,"56,000","2,32",Black,10,30
Corsair Vengeance RGB 64 GB,249.99,"55,600","4,16",Black,12.857,36
G.Skill Trident Z5 RGB 32 GB,117.99,"56,000","2,16",White / Black,12,36
Klevv BOLT X 32 GB,59.99,"43,200","2,16",Black,10,16
Kingston Fury Renegade RGB 32 GB,145.99,"56,400","2,16",Silver / Black,10,32
Netac Shadow II 32 GB,,"43,200","2,16",Black,10,16
Corsair Vengeance 64 GB,187.99,"55,600","2,32",Black / Gray,14.286,40
OLOy WarHawk RGB 16 GB,40.46,"43,200","2,8",Black / Gold,10,16
Corsair Vengeance RGB 64 GB,309.99,"56,600","4,16",Black / Gray,9.697,32
G.Skill Trident Z5 RGB 64 GB,217.99,"56,400","2,32",Silver / Black,10,32
Kingston Fury Renegade RGB 48 GB,231.26,"56,400","1,48",Silver / Black,10,32
Corsair Dominator Platinum RGB 32 GB,159.99,"55,600","2,16",Black,12.857,36
Corsair Dominator Platinum RGB 32 GB,144.99,"55,200","2,16",Black / Silver,15.385,40
Mushkin Enhanced Redline Stiletto 16 GB,42.99,"43,600","2,8",Black,10,18
PNY Performance 8 GB,18.98,"43,200","1,8",Black,13.75,22
Crucial CT8G4DFS824A 8 GB,19.98,"42,400","1,8",Green,14.167,17
ADATA XPG GAMMIX D30 16 GB,,"43,200","2,8",Silver / Black,10,16
G.Skill Trident Z5 Neo RGB 32 GB,124.99,"56,400","2,16",,10,32
Silicon Power XPOWER Zenith Gaming 16 GB,36.99,"43,200","2,8",Black / Silver,10,16
Corsair Vengeance RGB Pro SL 16 GB,59.99,"43,600","2,8",Black,10,18
Corsair Vengeance LPX 8 GB,24.99,"43,000","1,8",Black,10.667,16
TEAMGROUP T-Force Xtreem ARGB 32 GB,79.98,"43,600","2,16",White,10,18
TEAMGROUP Xtreem 48 GB,279.99,"58,200","2,24",Black,9.268,38
Corsair Vengeance RGB 64 GB,,"43,000","4,16",Black,10.667,16
Corsair Vengeance RGB 32 GB,129.99,"56,600","2,16",Black,11.515,38
Klevv CRAS XR5 RGB 32 GB,119.99,"57,200","2,16",White / Black,10,36
Silicon Power XPOWER Zenith RGB Gaming 32 GB,112.99,"56,000","2,16",Black,10,30
G.Skill Ripjaws V 64 GB,169.99,"44,000","2,32",Black,9,18
OLOy Blade RGB 32 GB,69.99,"43,600","2,16",Black,10,18
Corsair Vengeance 32 GB,124.99,"55,600","2,16",Gray,12.857,36
Kingston ValueRAM 8 GB,23.24,"42,666","1,8",Green / Black,14.254,19
G.Skill Trident Z5 Neo RGB 48 GB,172.99,"56,400","2,24",White / Black,10,32
Kingston FURY Beast 16 GB,75.63,"55,600","2,8",Black,14.286,40
TEAMGROUP T-Force Delta RGB 64 GB,134.99,"43,600","2,32",White,10,18
G.Skill Trident Z RGB 32 GB,99.99,"43,600","2,16",Black,8.889,16
Corsair Dominator Titanium 64 GB,309.99,"56,400","2,32",White,10,32
Silicon Power XPOWER Zenith Gaming 32 GB,86.99,"56,000","2,16",Black,10,30
G.Skill Aegis 8 GB,22.54,"43,000","1,8",Black / Red,10.667,16
Patriot Viper Steel 8 GB,18.98,"43,200","1,8",Silver / Black,10,16
ADATA XPG SPECTRIX D50 16 GB,54.99,"43,200","2,8",Black,10,16
G.Skill Trident Z5 RGB 32 GB,189.99,"57,800","2,16",Silver / Black,9.231,36
Corsair Vengeance LPX 16 GB,45.99,"42,400","1,16",Black,11.667,14
Kingston FURY Beast 8 GB,43.08,"56,000","1,8",Black,13.333,40
Corsair Vengeance 32 GB,134.99,"56,400","2,16",White / Gray,10,32
Crucial Ballistix Sport 1 GB,9,"31,600","1,1",Black / Silver,12.5,10
Corsair Vengeance LPX 16 GB,45.99,"43,200","2,8",Black,10,16
Corsair Vengeance 96 GB,302.93,"56,000","4,24",Black,10,30
Lexar THOR 16 GB,,"43,600","2,8",White,10,18
G.Skill Ripjaws V 128 GB,249.99,"42,666","4,32",Black,13.503,18
Corsair Vengeance LPX 8 GB,34.99,"42,666","2,4",Black / Yellow,12.003,16
Corsair Dominator Titanium 48 GB,249.99,"57,200","2,24",Black,10,36
TEAMGROUP T-Force Vulcan Z 32 GB,57.99,"43,600","2,16",Red,10,18
Mushkin Enhanced Redline 64 GB,179.99,"55,600","2,32",Black,10,28
Corsair Vengeance 32 GB,127.99,"56,600","2,16",Black / Silver,11.515,38
Corsair Vengeance RGB Pro 32 GB,113.98,"43,200","2,16",Black,10,16
Corsair Vengeance 32 GB,109.99,"55,200","2,16",Gray,15.385,40
TEAMGROUP T-Create Expert 32 GB,119.99,"57,200","2,16",White,9.444,34
TEAMGROUP T-Create Classic 32 GB,59.99,"43,200","2,16",Silver,13.75,22
Corsair Vengeance 96 GB,378.93,"56,800","2,48",Black,11.765,40
G.Skill Ripjaws S5 32 GB,106.99,"56,000","2,16",White,10,30
Corsair Vengeance LPX 128 GB,267.99,"43,600","4,32",Black / Yellow,10,18
ADATA XPG LANCER RGB 16 GB,67.25,"55,200","1,16",Black,14.615,38
Corsair Vengeance LPX 32 GB,68.99,"43,600","2,16",Black,10,18
Corsair Vengeance 32 GB,107.99,"55,600","2,16",Black / Gray,14.286,40
Corsair Vengeance RGB 64 GB,229.99,"56,000","2,32",Black,10,30
G.Skill Trident Z RGB 64 GB,179.99,"44,000","2,32",Black,9,18
Patriot Viper Elite 5 RGB 16 GB,53.99,"55,600","1,16",White,13.571,38
Kingston FURY Beast RGB 16 GB,85.49,"55,200","2,8",Black,13.846,36
TEAMGROUP Elite Plus 16 GB,45.99,"55,600","1,16",Black,14.286,40
Kingston ValueRAM 4 GB,35.49,"2,800","2,2",Green,15,6
Kingston FURY Beast 64 GB,154.99,"43,200","2,32",Black / Silver,10,16
G.Skill Ripjaws V 16 GB,47.99,"44,000","2,8",Black,9,18
TEAMGROUP T-Create Expert 32 GB,94.99,"56,400","2,16",Black,12.5,40
Mushkin Redline Lumina 64 GB,214.99,"56,400","2,32",Black,9.375,30
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"56,000","2,16",White,10,30
G.Skill Trident Z Neo 32 GB,89.99,"44,000","2,16",Black / Silver,9,18
G.Skill Trident Z Royal 32 GB,104.99,"44,000","2,16",Silver,9,18
G.Skill Trident Z5 Neo RGB 32 GB,116.99,"55,600","2,16",Black,10,28
PNY XLR8 Gaming EPIC-X RGB 16 GB,47.99,"43,200","2,8",Black,10,16
Patriot Viper Elite II 16 GB,32.99,"42,666","1,16",Red / Black,12.003,16
Patriot Signature 8 GB,27.02,"31,333","1,8",Green,13.503,9
Kingston FURY Beast 32 GB,71.98,"43,200","1,32",Black,10,16
Kingston Fury Renegade RGB 32 GB,137.99,"56,000","2,16",Silver / Black,10.667,32
Timetec 75TT133U2R8-8G 8 GB,12.99,"31,333","1,8",Green / Black,13.503,9
Corsair Vengeance 32 GB,119.99,"56,000","2,16",Black,12,36
TEAMGROUP T-Create Expert 64 GB,119.99,"43,200","2,32",Gray,10,16
Corsair Dominator Titanium 64 GB,309.99,"56,400","2,32",Black,10,32
Kingston HyperX Fury RGB 16 GB,,"43,200","2,8",Black,10,16
Patriot Viper Steel 32 GB,69.98,"43,600","2,16",Silver / Black,10,18
TEAMGROUP Elite 32 GB,120.39,"55,200","2,16",Black,16.154,42
Crucial Classic 8 GB,26.99,"55,200","1,8",Black,16.154,42
Kingston FURY Beast 32 GB,69.99,"43,200","2,16",Black,10,16
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,"43,600","2,32",Gray,10,18
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"55,600","2,16",Black,12.857,36
Samsung M393A8G40MB2-CVF 64 GB,127,"42,933","1,64",Green / Black,14.32,21
Corsair Vengeance LPX 256 GB,649.99,"43,200","8,32",Black / Yellow,10,16
Corsair Dominator Platinum RGB 32 GB,149.99,"55,600","2,16",White,12.857,36
OLOy Blade RGB 32 GB,209.99,"58,000","2,16",Black,9,36
TEAMGROUP T-Force Delta RGB 32 GB,193.14,"58,000","2,16",Black / Silver,9.5,38
Corsair Vengeance RGB 64 GB,184.99,"55,200","2,32",White / Gray,15.385,40
Patriot Viper Elite II 8 GB,25.83,"42,666","1,8",Red / Black,12.003,16
Lexar Ares RGB 32 GB,99.99,"55,600","2,16",Black,11.429,32
Corsair CMV4GX4M1A2133C15 4 GB,16.53,"42,133","1,4",Black,14.065,15
Patriot Viper Venom 64 GB,204.99,"56,400","2,32",Black / White,10,32
Samsung M386A4G40DM0-CPB 32 GB,42.22,"42,133","1,32",Black / Green,14.065,15
Corsair Vengeance LPX 8 GB,24.99,"43,200","1,8",Black,10,16
Corsair Dominator Platinum RGB 32 GB,179.99,"43,600","4,8",White,10,18
Kingston Kingston Fury Red 16GB (2x8GB) DDR4 PC4-21300C16 2666MHz Dual Channel Kit (HX426C16FR2K2/16) 16 GB,,"42,666","2,8",Red,12.003,16
G.Skill Ripjaws S5 48 GB,149.99,"56,400","2,24",Black,11.25,36
Lexar Hades OC 32 GB,64.98,"43,600","2,16",Gray / Black,10,18
Patriot Viper Elite II 32 GB,77.98,"44,000","2,16",Red / Black,10,20
Corsair Vengeance LPX 32 GB,73.99,"42,400","2,16",Black / Yellow,11.667,14
G.Skill Aegis 8 GB,22.73,"43,200","1,8",Red / Black,10,16
TEAMGROUP T-Force Delta RGB 48 GB,199.99,"57,200","2,24",White,9.444,34
PNY XLR8 32 GB,62.99,"43,600","2,16",Black,10,18
Gigabyte AORUS RGB 16 GB,62.99,"43,733","2,8",Gray,9.644,18
Crucial Ballistix 16 GB,,"43,200","2,8",White,10,16
Crucial CT2K16G56C46U5 32 GB,94.4,"55,600","2,16",Black,16.429,46
Corsair Dominator Platinum RGB 64 GB,294.99,"56,600","2,32",Black,9.697,32
G.Skill Trident Z5 Neo RGB 48 GB,174.99,"56,400","2,24",Black,10,32
Corsair Vengeance LPX 4 GB,21.87,"42,400","1,4",Black / Yellow,13.333,16
Kingston FURY Beast 16 GB,68.59,"56,000","1,16",Black,12,36
Patriot Signature Line 16 GB,27.99,"42,666","1,16",Black,14.254,19
Corsair CMV8GX4M1A2133C15 8 GB,19.98,"42,133","1,8",Black,14.065,15
Crucial Ballistix MAX 16 GB,995,"45,100","2,8",Black,7.451,19
Patriot Signature Line 16 GB,43.98,"54,800","1,16",Black,16.667,40
G.Skill Ripjaws S5 32 GB,107.99,"55,600","2,16",White,10,28
Crucial CT16G56C46U5 16 GB,55.9,"55,600","1,16",Black,16.429,46
Kingston HyperX Fury 16 GB,,"31,600","2,8",Blue / Silver,12.5,10
Thermaltake TOUGHRAM XG RGB D5 32 GB,174.98,"56,000","2,16",White / Silver,12,36
Mushkin Redline Lumina 32 GB,124.99,"56,400","2,16",Black,9.375,30
TEAMGROUP T-Force Delta RGB 32 GB,169.99,"57,800","2,16",White / Silver,9.744,38
Kingston FURY Beast 64 GB,215.99,"55,600","2,32",Black,14.286,40
Corsair Vengeance 64 GB,259.99,"56,000","4,16",Black,12,36
G.Skill TridentZ RGB 64 GB,,"44,600","2,32",Black,8.696,20
Corsair Vengeance RGB 64 GB,239.99,"56,000","2,32",White / Black,13.333,40
Kingston FURY Renegade 32 GB,131.11,"56,000","2,16",Silver / Black,10.667,32
Patriot Viper Steel 16 GB,38.99,"43,600","2,8",Gray,10,18
Crucial CT2K32G48C40U5 64 GB,170.3,"54,800","2,32",Black,16.667,40
Corsair Dominator Titanium 32 GB,167.99,"57,000","2,16",Black,9.714,34
Corsair Vengeance 8 GB,57.54,"31,600","2,4",Black / Silver,11.25,9
TEAMGROUP Elite 8 GB,23.36,"43,200","1,8",Black,13.75,22
Corsair Vengeance RGB Pro SL 32 GB,129.99,"43,600","4,8",White,10,18
Corsair Dominator Platinum RGB 64 GB,219.99,"55,200","2,32",White,15.385,40
TEAMGROUP T-Force Delta RGB 32 GB,169.99,"57,800","2,16",Black / Silver,9.744,38
ADATA XPG SPECTRIX D41 16 GB,,"43,200","2,8",Black,10,16
Corsair Vengeance RGB 64 GB,233.65,"56,000","2,32",Black,13.333,40
G.Skill Trident Z5 RGB 48 GB,214.99,"57,200","2,24",Black,10,36
Kingston FURY Renegade 64 GB,239.99,"56,000","2,32",White / Silver,10.667,32
Corsair Vengeance RGB Pro 128 GB,334.99,"43,600","4,32",Black,10,18
Patriot Viper Steel RGB 32 GB,67.98,"43,600","1,32",Black,11.111,20
Patriot Viper Xtreme 5 32 GB,137.99,"57,600","2,16",Black,9.474,36
Corsair Vengeance RGB 96 GB,289.99,"55,600","2,48",Black,14.286,40
G.Skill Trident Z Royal 128 GB,1137.38,"43,600","8,16",Silver,7.778,14
G.Skill Trident Z5 RGB 32 GB,112.99,"56,000","2,16",Black,10,30
Crucial CT32G48C40U5 32 GB,89.08,"54,800","1,32",Black,16.667,40
Corsair Vengeance RGB Pro SL 32 GB,92.99,"43,200","2,16",White / Black,10,16
Thermaltake TOUGHRAM XG RGB 64 GB,549.99,"44,000","2,32",Black / Silver,9.5,19
Silicon Power XPOWER Zenith RGB Gaming 64 GB,184.99,"56,000","2,32",Black,10,30
Corsair Dominator Titanium 32 GB,169.99,"56,400","2,16",Black,10,32
OLOy Blade RGB 32 GB,98.99,"56,000","2,16",Black,12,36
ADATA XPG LANCER RGB 32 GB,,"57,200","2,16",Black,9.444,34
ADATA XPG LANCER RGB 32 GB,99.99,"55,200","2,16",Black,14.615,38
Corsair Vengeance RGB 32 GB,127.99,"57,000","2,16",Black / Gray,10.286,36
Corsair Vengeance RGB Pro SL 16 GB,59.99,"43,600","2,8",White / Black,10,18
Corsair Dominator Platinum RGB 32 GB,254.99,"56,600","2,16",Black,9.697,32
G.Skill Aegis 16 GB,37.99,"43,200","1,16",Red / Black,10,16
Patriot Viper Venom 32 GB,113.99,"57,200","2,16",Black / White,9.444,34
G.Skill Value 8 GB,22.62,"42,400","2,4",Black,14.167,17
Kingston FURY Beast 32 GB,125.9,"56,000","1,32",Black / Silver,12,36
ADATA XPG SPECTRIX D50 32 GB,89.99,"43,200","2,16",White,10,16
Kingston FURY Beast RGB 16 GB,85.26,"54,800","2,8",Black,15.833,38
TEAMGROUP Elite 8 GB,19.98,"42,666","1,8",Black,14.254,19
Patriot Viper 4 Blackout 64 GB,117.99,"43,200","2,32",Black,10,16
Kingston FURY Beast 32 GB,121.95,"55,200","2,16",Black,13.846,36
Kingston FURY Beast RGB 32 GB,106.75,"43,600","2,16",Black,10,18
Corsair Vengeance LPX 256 GB,689.99,"43,600","8,32",Black / Yellow,10,18
